2025-10-19 07:58:30 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:30 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:58:32 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:32 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:58:33 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:33 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:58:34 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:34 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:58:36 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:36 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:58:39 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:39 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:58:43 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:43 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:58:50 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:58:50 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:59:04 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:59:04 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 07:59:31 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 07:59:31 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 08:00:23 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 08:00:23 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 08:01:24 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 08:01:24 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 08:02:25 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 08:02:25 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:20:47 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:20:47 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:21:48 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:21:48 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:22:49 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:22:49 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:23:50 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:23:50 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:24:52 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:24:52 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:25:53 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:25:53 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:26:55 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:26:55 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:27:56 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:27:56 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:28:57 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:28:57 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:29:58 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:29:58 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:30:59 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:30:59 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:32:00 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:32:00 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:33:01 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:33:01 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:34:02 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:34:02 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:35:03 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:35:03 | ERROR | Failed to trigger immediate task: 'NoneType' object has no attribute 'Redis'
2025-10-19 09:39:59 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:40:00 | ERROR | Failed to trigger immediate task: Error 111 connecting to localhost:6379. Connection refused.
2025-10-19 09:48:20 | INFO | Triggering immediate execution of blockchain indexer task.
2025-10-19 09:48:20 | INFO | Immediate indexer task triggered successfully
2025-10-19 09:48:21 | INFO | Starting Polymarket blockchain indexing task
2025-10-19 09:48:22 | INFO | Blockchain indexer initialized. Connected: True
2025-10-19 09:48:22 | INFO | Connected to PostgreSQL database
2025-10-19 09:48:22 | INFO | Current Polygon block: 77881281
2025-10-19 09:48:22 | INFO | Processing ConditionalTokens: blocks 50000101-50000200
2025-10-19 09:48:22 | DEBUG | Updated indexer state: conditional_tokens -> block 50000200
2025-10-19 09:48:22 | INFO | Processed 0 ConditionalTokens events
2025-10-19 09:48:22 | INFO | Processing CTF Exchange: blocks 50000101-50000200
2025-10-19 09:48:22 | DEBUG | Updated indexer state: ctf_exchange -> block 50000200
2025-10-19 09:48:22 | INFO | Processed 0 CTF Exchange events
2025-10-19 09:48:22 | INFO | Updated metrics for 0 markets
2025-10-19 09:48:22 | INFO | Blockchain indexing cycle completed
2025-10-19 09:48:22 | INFO | PostgreSQL connection pool closed
2025-10-19 09:48:22 | INFO | Indexing task completed successfully
2025-10-19 09:50:00 | INFO | Starting Polymarket blockchain indexing task
2025-10-19 09:50:00 | INFO | Blockchain indexer initialized. Connected: True
2025-10-19 09:50:00 | INFO | Connected to PostgreSQL database
2025-10-19 09:50:00 | INFO | Current Polygon block: 77881330
2025-10-19 09:50:00 | INFO | Processing ConditionalTokens: blocks 50000201-50000300
2025-10-19 09:50:01 | DEBUG | Updated indexer state: conditional_tokens -> block 50000300
2025-10-19 09:50:01 | INFO | Processed 0 ConditionalTokens events
2025-10-19 09:50:01 | INFO | Processing CTF Exchange: blocks 50000201-50000300
2025-10-19 09:50:01 | DEBUG | Updated indexer state: ctf_exchange -> block 50000300
2025-10-19 09:50:01 | INFO | Processed 0 CTF Exchange events
2025-10-19 09:50:01 | INFO | Updated metrics for 0 markets
2025-10-19 09:50:01 | INFO | Blockchain indexing cycle completed
2025-10-19 09:50:01 | INFO | PostgreSQL connection pool closed
2025-10-19 09:50:01 | INFO | Indexing task completed successfully
2025-10-19 09:55:00 | INFO | Starting Polymarket blockchain indexing task
2025-10-19 09:55:00 | INFO | Blockchain indexer initialized. Connected: True
2025-10-19 09:55:00 | INFO | Connected to PostgreSQL database
2025-10-19 09:55:00 | INFO | Current Polygon block: 77881480
2025-10-19 09:55:00 | INFO | Processing ConditionalTokens: blocks 50000301-50000400
2025-10-19 09:55:01 | DEBUG | Updated indexer state: conditional_tokens -> block 50000400
2025-10-19 09:55:01 | INFO | Processed 0 ConditionalTokens events
2025-10-19 09:55:01 | INFO | Processing CTF Exchange: blocks 50000301-50000400
2025-10-19 09:55:01 | DEBUG | Updated indexer state: ctf_exchange -> block 50000400
2025-10-19 09:55:01 | INFO | Processed 0 CTF Exchange events
2025-10-19 09:55:01 | INFO | Updated metrics for 0 markets
2025-10-19 09:55:01 | INFO | Blockchain indexing cycle completed
2025-10-19 09:55:01 | INFO | PostgreSQL connection pool closed
2025-10-19 09:55:01 | INFO | Indexing task completed successfully
2025-10-19 10:00:00 | INFO | Starting Polymarket blockchain indexing task
2025-10-19 10:00:00 | INFO | Blockchain indexer initialized. Connected: True
2025-10-19 10:00:00 | INFO | Connected to PostgreSQL database
2025-10-19 10:00:00 | INFO | Current Polygon block: 77881629
2025-10-19 10:00:00 | INFO | Processing ConditionalTokens: blocks 50000401-50000500
2025-10-19 10:00:01 | DEBUG | Updated indexer state: conditional_tokens -> block 50000500
2025-10-19 10:00:01 | INFO | Processed 0 ConditionalTokens events
2025-10-19 10:00:01 | INFO | Processing CTF Exchange: blocks 50000401-50000500
2025-10-19 10:00:01 | DEBUG | Updated indexer state: ctf_exchange -> block 50000500
2025-10-19 10:00:01 | INFO | Processed 0 CTF Exchange events
2025-10-19 10:00:01 | INFO | Updated metrics for 0 markets
